URL,Tipo,Rua,Bairro,Cidade,Área,Quartos,Banheiros,Garagem,Aluguel,Condomínio,IPTU,Seguro Incêndio,Taxa de Serviço,Total,Código
https://www.quintoandar.com.br/imovel/892975423/alugar/apartamento-3-quartos-centro-rio-de-janeiro,Apartamento,Rua Marquês de Pombal,Centro,Rio de Janeiro,100,3,2,-,"R$ 2.800,00","R$ 750,00","R$ 94,00","R$ 37,00","R$ 72,00","R$ 3.753,00",275423
https://www.quintoandar.com.br/imovel/892975423/alugar/apartamento-3-quartos-centro-rio-de-janeiro,Apartamento,Rua Marquês de Pombal,Centro,Rio de Janeiro,100,3,2,-,"R$ 2.800,00","R$ 750,00","R$ 94,00","R$ 37,00","R$ 72,00","R$ 3.753,00",275423
https://www.quintoandar.com.br/imovel/892975423/alugar/apartamento-3-quartos-centro-rio-de-janeiro,Apartamento,Rua Marquês de Pombal,Centro,Rio de Janeiro,100,3,2,-,"R$ 2.800,00","R$ 750,00","R$ 94,00","R$ 37,00","R$ 72,00","R$ 3.753,00",275423
https://www.quintoandar.com.br/imovel/893313006/alugar/apartamento-2-quartos-bairro-de-fatima-rio-de-janeiro,Apartamento,Rua Guilherme Marconi,Centro,Rio de Janeiro,80,2,1,-,"R$ 2.539,00","R$ 647,00","R$ 47,00","R$ 33,00","R$ 65,00","R$ 3.331,00",613006
https://www.quintoandar.com.br/imovel/893313006/alugar/apartamento-2-quartos-bairro-de-fatima-rio-de-janeiro,Apartamento,Rua Guilherme Marconi,Centro,Rio de Janeiro,80,2,1,-,"R$ 2.539,00","R$ 647,00","R$ 47,00","R$ 33,00","R$ 65,00","R$ 3.331,00",613006
https://www.quintoandar.com.br/imovel/893219789/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua dos Inválidos,Centro,Rio de Janeiro,48,1,1,-,"R$ 1.350,00","R$ 648,00","R$ 0,00","R$ 18,00","R$ 34,00","R$ 2.050,00",519789
https://www.quintoandar.com.br/imovel/893219789/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua dos Inválidos,Centro,Rio de Janeiro,48,1,1,-,"R$ 1.350,00","R$ 648,00","R$ 0,00","R$ 18,00","R$ 34,00","R$ 2.050,00",519789
https://www.quintoandar.com.br/imovel/893219789/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua dos Inválidos,Centro,Rio de Janeiro,48,1,1,-,"R$ 1.350,00","R$ 648,00","R$ 0,00","R$ 18,00","R$ 34,00","R$ 2.050,00",519789
https://www.quintoandar.com.br/imovel/893219789/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua dos Inválidos,Centro,Rio de Janeiro,48,1,1,-,"R$ 1.350,00","R$ 648,00","R$ 0,00","R$ 18,00","R$ 34,00","R$ 2.050,00",519789
https://www.quintoandar.com.br/imovel/893304174/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua Carlos Sampaio,Centro,Rio de Janeiro,112,2,3,-,"R$ 3.800,00","R$ 770,00","R$ 140,00","R$ 49,00","R$ 98,00","R$ 4.857,00",604174
https://www.quintoandar.com.br/imovel/893304174/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua Carlos Sampaio,Centro,Rio de Janeiro,112,2,3,-,"R$ 3.800,00","R$ 770,00","R$ 140,00","R$ 49,00","R$ 98,00","R$ 4.857,00",604174
https://www.quintoandar.com.br/imovel/893304174/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua Carlos Sampaio,Centro,Rio de Janeiro,112,2,3,-,"R$ 3.800,00","R$ 770,00","R$ 140,00","R$ 49,00","R$ 98,00","R$ 4.857,00",604174
https://www.quintoandar.com.br/imovel/894127187/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Avenida Rio Branco,Centro,Rio de Janeiro,72,1,2,-,"R$ 1.600,00","R$ 1.400,00","R$ 579,00","R$ 21,00","R$ 41,00","R$ 3.641,00",1427187
https://www.quintoandar.com.br/imovel/894127187/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Avenida Rio Branco,Centro,Rio de Janeiro,72,1,2,-,"R$ 1.600,00","R$ 1.400,00","R$ 579,00","R$ 21,00","R$ 41,00","R$ 3.641,00",1427187
https://www.quintoandar.com.br/imovel/893620770/alugar/apartamento-3-quartos-centro-rio-de-janeiro,Apartamento,Rua Riachuelo,Centro,Rio de Janeiro,75,3,1,-,"R$ 2.700,00","R$ 875,00","R$ 120,00","R$ 35,00","R$ 69,00","R$ 3.799,00",920770
https://www.quintoandar.com.br/imovel/893620770/alugar/apartamento-3-quartos-centro-rio-de-janeiro,Apartamento,Rua Riachuelo,Centro,Rio de Janeiro,75,3,1,-,"R$ 2.700,00","R$ 875,00","R$ 120,00","R$ 35,00","R$ 69,00","R$ 3.799,00",920770
https://www.quintoandar.com.br/imovel/893620770/alugar/apartamento-3-quartos-centro-rio-de-janeiro,Apartamento,Rua Riachuelo,Centro,Rio de Janeiro,75,3,1,-,"R$ 2.700,00","R$ 875,00","R$ 120,00","R$ 35,00","R$ 69,00","R$ 3.799,00",920770
https://www.quintoandar.com.br/imovel/893620770/alugar/apartamento-3-quartos-centro-rio-de-janeiro,Apartamento,Rua Riachuelo,Centro,Rio de Janeiro,75,3,1,-,"R$ 2.700,00","R$ 875,00","R$ 120,00","R$ 35,00","R$ 69,00","R$ 3.799,00",920770
https://www.quintoandar.com.br/imovel/893667091/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua dos Inválidos,Centro,Rio de Janeiro,50,2,1,1 vaga,"R$ 1.604,00","R$ 900,00","R$ 59,00","R$ 21,00","R$ 41,00","R$ 2.625,00",967091
https://www.quintoandar.com.br/imovel/893667091/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua dos Inválidos,Centro,Rio de Janeiro,50,2,1,1 vaga,"R$ 1.604,00","R$ 900,00","R$ 59,00","R$ 21,00","R$ 41,00","R$ 2.625,00",967091
https://www.quintoandar.com.br/imovel/893721287/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Praça Tiradentes,Centro,Rio de Janeiro,35,1,1,-,"R$ 1.201,00","R$ 480,00","R$ 136,00","R$ 16,00","R$ 31,00","R$ 1.864,00",1021287
https://www.quintoandar.com.br/imovel/893721287/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Praça Tiradentes,Centro,Rio de Janeiro,35,1,1,-,"R$ 1.201,00","R$ 480,00","R$ 136,00","R$ 16,00","R$ 31,00","R$ 1.864,00",1021287
https://www.quintoandar.com.br/imovel/893721287/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Praça Tiradentes,Centro,Rio de Janeiro,35,1,1,-,"R$ 1.201,00","R$ 480,00","R$ 136,00","R$ 16,00","R$ 31,00","R$ 1.864,00",1021287
https://www.quintoandar.com.br/imovel/893466047/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua Vinte de Abril,Centro,Rio de Janeiro,30,1,1,-,"R$ 1.260,00","R$ 350,00","R$ 90,00","R$ 17,00","R$ 32,00","R$ 1.749,00",766047
https://www.quintoandar.com.br/imovel/893466047/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua Vinte de Abril,Centro,Rio de Janeiro,30,1,1,-,"R$ 1.260,00","R$ 350,00","R$ 90,00","R$ 17,00","R$ 32,00","R$ 1.749,00",766047
https://www.quintoandar.com.br/imovel/893466047/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua Vinte de Abril,Centro,Rio de Janeiro,30,1,1,-,"R$ 1.260,00","R$ 350,00","R$ 90,00","R$ 17,00","R$ 32,00","R$ 1.749,00",766047
https://www.quintoandar.com.br/imovel/893266179/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua Riachuelo,Centro,Rio de Janeiro,65,2,1,1 vaga,"R$ 2.850,00","R$ 800,00","R$ 130,00","R$ 37,00","R$ 73,00","R$ 3.890,00",566179
https://www.quintoandar.com.br/imovel/893266179/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua Riachuelo,Centro,Rio de Janeiro,65,2,1,1 vaga,"R$ 2.850,00","R$ 800,00","R$ 130,00","R$ 37,00","R$ 73,00","R$ 3.890,00",566179
https://www.quintoandar.com.br/imovel/893266179/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua Riachuelo,Centro,Rio de Janeiro,65,2,1,1 vaga,"R$ 2.850,00","R$ 800,00","R$ 130,00","R$ 37,00","R$ 73,00","R$ 3.890,00",566179
https://www.quintoandar.com.br/imovel/893266179/alugar/apartamento-2-quartos-centro-rio-de-janeiro,Apartamento,Rua Riachuelo,Centro,Rio de Janeiro,65,2,1,1 vaga,"R$ 2.850,00","R$ 800,00","R$ 130,00","R$ 37,00","R$ 73,00","R$ 3.890,00",566179
https://www.quintoandar.com.br/imovel/893217583/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Guilherme Marconi,Centro,Rio de Janeiro,24,1,1,-,"R$ 1.000,00","R$ 488,00","R$ 0,00","R$ 13,00","R$ 25,00","R$ 1.526,00",517583
https://www.quintoandar.com.br/imovel/893217583/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Guilherme Marconi,Centro,Rio de Janeiro,24,1,1,-,"R$ 1.000,00","R$ 488,00","R$ 0,00","R$ 13,00","R$ 25,00","R$ 1.526,00",517583
https://www.quintoandar.com.br/imovel/893217583/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Guilherme Marconi,Centro,Rio de Janeiro,24,1,1,-,"R$ 1.000,00","R$ 488,00","R$ 0,00","R$ 13,00","R$ 25,00","R$ 1.526,00",517583
https://www.quintoandar.com.br/imovel/893217583/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Guilherme Marconi,Centro,Rio de Janeiro,24,1,1,-,"R$ 1.000,00","R$ 488,00","R$ 0,00","R$ 13,00","R$ 25,00","R$ 1.526,00",517583
https://www.quintoandar.com.br/imovel/893217583/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Guilherme Marconi,Centro,Rio de Janeiro,24,1,1,-,"R$ 1.000,00","R$ 488,00","R$ 0,00","R$ 13,00","R$ 25,00","R$ 1.526,00",517583
https://www.quintoandar.com.br/imovel/894164674/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Frei Caneca,Centro,Rio de Janeiro,28,1,1,-,"R$ 1.200,00","R$ 600,00","R$ 12,00","R$ 16,00","R$ 31,00","R$ 1.859,00",1464674
https://www.quintoandar.com.br/imovel/894164674/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Frei Caneca,Centro,Rio de Janeiro,28,1,1,-,"R$ 1.200,00","R$ 600,00","R$ 12,00","R$ 16,00","R$ 31,00","R$ 1.859,00",1464674
https://www.quintoandar.com.br/imovel/894164674/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Frei Caneca,Centro,Rio de Janeiro,28,1,1,-,"R$ 1.200,00","R$ 600,00","R$ 12,00","R$ 16,00","R$ 31,00","R$ 1.859,00",1464674
https://www.quintoandar.com.br/imovel/894164674/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Frei Caneca,Centro,Rio de Janeiro,28,1,1,-,"R$ 1.200,00","R$ 600,00","R$ 12,00","R$ 16,00","R$ 31,00","R$ 1.859,00",1464674
https://www.quintoandar.com.br/imovel/894182429/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Avenida Mem de Sá,Centro,Rio de Janeiro,25,1,1,-,"R$ 1.300,00","R$ 580,00","R$ 0,00","R$ 17,00","R$ 33,00","R$ 1.930,00",1482429
https://www.quintoandar.com.br/imovel/894182429/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Avenida Mem de Sá,Centro,Rio de Janeiro,25,1,1,-,"R$ 1.300,00","R$ 580,00","R$ 0,00","R$ 17,00","R$ 33,00","R$ 1.930,00",1482429
https://www.quintoandar.com.br/imovel/894182429/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Avenida Mem de Sá,Centro,Rio de Janeiro,25,1,1,-,"R$ 1.300,00","R$ 580,00","R$ 0,00","R$ 17,00","R$ 33,00","R$ 1.930,00",1482429
https://www.quintoandar.com.br/imovel/894182429/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Avenida Mem de Sá,Centro,Rio de Janeiro,25,1,1,-,"R$ 1.300,00","R$ 580,00","R$ 0,00","R$ 17,00","R$ 33,00","R$ 1.930,00",1482429
https://www.quintoandar.com.br/imovel/894184497/alugar/kitnet-0-quarto-centro-rio-de-janeiro,Studio,Avenida Treze de Maio,Centro,Rio de Janeiro,30,0,1,-,"R$ 1.500,00","R$ 803,00","R$ 0,00","R$ 20,00","R$ 38,00","R$ 2.361,00",1484497
https://www.quintoandar.com.br/imovel/894184497/alugar/kitnet-0-quarto-centro-rio-de-janeiro,Studio,Avenida Treze de Maio,Centro,Rio de Janeiro,30,0,1,-,"R$ 1.500,00","R$ 803,00","R$ 0,00","R$ 20,00","R$ 38,00","R$ 2.361,00",1484497
https://www.quintoandar.com.br/imovel/894184497/alugar/kitnet-0-quarto-centro-rio-de-janeiro,Studio,Avenida Treze de Maio,Centro,Rio de Janeiro,30,0,1,-,"R$ 1.500,00","R$ 803,00","R$ 0,00","R$ 20,00","R$ 38,00","R$ 2.361,00",1484497
https://www.quintoandar.com.br/imovel/893571985/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Praça Almirante Jaceguai,Centro,Rio de Janeiro,20,1,1,-,"R$ 1.300,00","R$ 350,00","R$ 0,00","R$ 17,00","R$ 33,00","R$ 1.700,00",871985
https://www.quintoandar.com.br/imovel/893571985/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Praça Almirante Jaceguai,Centro,Rio de Janeiro,20,1,1,-,"R$ 1.300,00","R$ 350,00","R$ 0,00","R$ 17,00","R$ 33,00","R$ 1.700,00",871985
https://www.quintoandar.com.br/imovel/894153277/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua do Rezende,Centro,Rio de Janeiro,38,1,1,-,"R$ 2.500,00","R$ 760,00","R$ 97,00","R$ 33,00","R$ 64,00","R$ 3.454,00",1453277
https://www.quintoandar.com.br/imovel/894153277/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua do Rezende,Centro,Rio de Janeiro,38,1,1,-,"R$ 2.500,00","R$ 760,00","R$ 97,00","R$ 33,00","R$ 64,00","R$ 3.454,00",1453277
https://www.quintoandar.com.br/imovel/894153277/alugar/apartamento-1-quarto-centro-rio-de-janeiro,Apartamento,Rua do Rezende,Centro,Rio de Janeiro,38,1,1,-,"R$ 2.500,00","R$ 760,00","R$ 97,00","R$ 33,00","R$ 64,00","R$ 3.454,00",1453277
https://www.quintoandar.com.br/imovel/894152102/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Irineu Marinho,Centro,Rio de Janeiro,29,1,1,-,"R$ 1.960,00","R$ 570,00","R$ 84,00","R$ 26,00","R$ 50,00","R$ 2.690,00",1452102
https://www.quintoandar.com.br/imovel/894152102/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Irineu Marinho,Centro,Rio de Janeiro,29,1,1,-,"R$ 1.960,00","R$ 570,00","R$ 84,00","R$ 26,00","R$ 50,00","R$ 2.690,00",1452102
https://www.quintoandar.com.br/imovel/894152102/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Irineu Marinho,Centro,Rio de Janeiro,29,1,1,-,"R$ 1.960,00","R$ 570,00","R$ 84,00","R$ 26,00","R$ 50,00","R$ 2.690,00",1452102
https://www.quintoandar.com.br/imovel/894141762/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Avenida Rio Branco,Centro,Rio de Janeiro,35,1,1,-,"R$ 3.000,00","R$ 680,00","R$ 0,00","R$ 39,00","R$ 77,00","R$ 3.796,00",1441762
https://www.quintoandar.com.br/imovel/894184675/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Senador Dantas,Centro,Rio de Janeiro,35,1,1,-,"R$ 3.950,00","R$ 330,00","R$ 75,00","R$ 51,00","R$ 102,00","R$ 4.508,00",1484675
https://www.quintoandar.com.br/imovel/894184675/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Senador Dantas,Centro,Rio de Janeiro,35,1,1,-,"R$ 3.950,00","R$ 330,00","R$ 75,00","R$ 51,00","R$ 102,00","R$ 4.508,00",1484675
https://www.quintoandar.com.br/imovel/894184675/alugar/kitnet-1-quarto-centro-rio-de-janeiro,Studio,Rua Senador Dantas,Centro,Rio de Janeiro,35,1,1,-,"R$ 3.950,00","R$ 330,00","R$ 75,00","R$ 51,00","R$ 102,00","R$ 4.508,00",1484675
https://www.quintoandar.com.br/imovel/893013417/alugar/apartamento-3-quartos-cidade-nova-rio-de-janeiro,Apartamento,Rua Amoroso Lima,Cidade Nova,Rio de Janeiro,69,3,2,1 vaga,"R$ 2.699,00","R$ 559,00","R$ 50,00","R$ 35,00","R$ 69,00","R$ 3.412,00",313417
https://www.quintoandar.com.br/imovel/893162675/alugar/apartamento-2-quartos-cidade-nova-rio-de-janeiro,Apartamento,Avenida Presidente Vargas,Cidade Nova,Rio de Janeiro,70,2,2,-,"R$ 2.880,00","R$ 600,00","R$ 69,00","R$ 38,00","R$ 74,00","R$ 3.661,00",462675
https://www.quintoandar.com.br/imovel/893162675/alugar/apartamento-2-quartos-cidade-nova-rio-de-janeiro,Apartamento,Avenida Presidente Vargas,Cidade Nova,Rio de Janeiro,70,2,2,-,"R$ 2.880,00","R$ 600,00","R$ 69,00","R$ 38,00","R$ 74,00","R$ 3.661,00",462675
https://www.quintoandar.com.br/imovel/893602467/alugar/apartamento-1-quarto-cocota-rio-de-janeiro,Apartamento,Rua José de Almeida Barreto,Cocotá,Rio de Janeiro,35,1,1,1 vaga,"R$ 720,00","R$ 360,00","R$ 0,00","R$ 10,00","R$ 18,00","R$ 1.108,00",902467
https://www.quintoandar.com.br/imovel/893602467/alugar/apartamento-1-quarto-cocota-rio-de-janeiro,Apartamento,Rua José de Almeida Barreto,Cocotá,Rio de Janeiro,35,1,1,1 vaga,"R$ 720,00","R$ 360,00","R$ 0,00","R$ 10,00","R$ 18,00","R$ 1.108,00",902467
https://www.quintoandar.com.br/imovel/893602467/alugar/apartamento-1-quarto-cocota-rio-de-janeiro,Apartamento,Rua José de Almeida Barreto,Cocotá,Rio de Janeiro,35,1,1,1 vaga,"R$ 720,00","R$ 360,00","R$ 0,00","R$ 10,00","R$ 18,00","R$ 1.108,00",902467
https://www.quintoandar.com.br/imovel/893602467/alugar/apartamento-1-quarto-cocota-rio-de-janeiro,Apartamento,Rua José de Almeida Barreto,Cocotá,Rio de Janeiro,35,1,1,1 vaga,"R$ 720,00","R$ 360,00","R$ 0,00","R$ 10,00","R$ 18,00","R$ 1.108,00",902467
https://www.quintoandar.com.br/imovel/893661168/alugar/apartamento-1-quarto-cocota-rio-de-janeiro,Apartamento,Rua Castelo de Tomar,Cocotá,Rio de Janeiro,50,1,1,1 vaga,"R$ 1.450,00","R$ 330,00","R$ 0,00","R$ 19,00","R$ 37,00","R$ 1.836,00",961168
https://www.quintoandar.com.br/imovel/893661168/alugar/apartamento-1-quarto-cocota-rio-de-janeiro,Apartamento,Rua Castelo de Tomar,Cocotá,Rio de Janeiro,50,1,1,1 vaga,"R$ 1.450,00","R$ 330,00","R$ 0,00","R$ 19,00","R$ 37,00","R$ 1.836,00",961168
https://www.quintoandar.com.br/imovel/893450766/alugar/apartamento-5-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Assis Brasil,Copacabana,Rio de Janeiro,350,5,3,1 vaga,"R$ 4.910,00","R$ 2.670,00","R$ 522,00","R$ 64,00","R$ 127,00","R$ 8.293,00",750766
https://www.quintoandar.com.br/imovel/894152689/alugar/apartamento-4-quartos-copacabana-rio-de-janeiro,Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,Rio de Janeiro,250,4,3,1 vaga,"R$ 5.700,00","R$ 2.100,00","R$ 545,00","R$ 74,00",-,"R$ 8.419,00",1452689
https://www.quintoandar.com.br/imovel/892972533/alugar/apartamento-4-quartos-copacabana-rio-de-janeiro,Apartamento,Praça Eugênio Jardim,Copacabana,Rio de Janeiro,270,4,4,1 vaga,"R$ 6.500,00","R$ 2.600,00","R$ 834,00","R$ 84,00","R$ 168,00","R$ 10.186,00",272533
https://www.quintoandar.com.br/imovel/894183561/alugar/apartamento-2-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Ministro Alfredo Valadão,Copacabana,Rio de Janeiro,90,2,1,-,"R$ 2.500,00","R$ 820,00","R$ 21,00","R$ 33,00","R$ 64,00","R$ 3.438,00",1483561
https://www.quintoandar.com.br/imovel/894183561/alugar/apartamento-2-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Ministro Alfredo Valadão,Copacabana,Rio de Janeiro,90,2,1,-,"R$ 2.500,00","R$ 820,00","R$ 21,00","R$ 33,00","R$ 64,00","R$ 3.438,00",1483561
https://www.quintoandar.com.br/imovel/893749952/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Tonelero,Copacabana,Rio de Janeiro,215,3,2,1 vaga,"R$ 5.000,00","R$ 2.630,00","R$ 607,00","R$ 65,00","R$ 129,00","R$ 8.431,00",1049952
https://www.quintoandar.com.br/imovel/893269690/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Constante Ramos,Copacabana,Rio de Janeiro,159,3,1,1 vaga,"R$ 3.500,00","R$ 2.200,00","R$ 605,00","R$ 46,00","R$ 90,00","R$ 6.441,00",569690
https://www.quintoandar.com.br/imovel/893269690/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Constante Ramos,Copacabana,Rio de Janeiro,159,3,1,1 vaga,"R$ 3.500,00","R$ 2.200,00","R$ 605,00","R$ 46,00","R$ 90,00","R$ 6.441,00",569690
https://www.quintoandar.com.br/imovel/894151378/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Santa Clara,Copacabana,Rio de Janeiro,110,3,1,-,"R$ 3.310,00","R$ 1.100,00","R$ 260,00","R$ 43,00","R$ 85,00","R$ 4.798,00",1451378
https://www.quintoandar.com.br/imovel/894182469/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Pompeu Loureiro,Copacabana,Rio de Janeiro,140,3,3,1 vaga,"R$ 4.500,00","R$ 1.900,00","R$ 125,00","R$ 58,00","R$ 117,00","R$ 6.583,00",1482469
https://www.quintoandar.com.br/imovel/894182469/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Pompeu Loureiro,Copacabana,Rio de Janeiro,140,3,3,1 vaga,"R$ 4.500,00","R$ 1.900,00","R$ 125,00","R$ 58,00","R$ 117,00","R$ 6.583,00",1482469
https://www.quintoandar.com.br/imovel/892900521/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Tonelero,Copacabana,Rio de Janeiro,150,3,2,1 vaga,"R$ 5.100,00","R$ 1.400,00","R$ 375,00","R$ 66,00","R$ 132,00","R$ 7.073,00",200521
https://www.quintoandar.com.br/imovel/892900521/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Tonelero,Copacabana,Rio de Janeiro,150,3,2,1 vaga,"R$ 5.100,00","R$ 1.400,00","R$ 375,00","R$ 66,00","R$ 132,00","R$ 7.073,00",200521
https://www.quintoandar.com.br/imovel/893739760/alugar/apartamento-2-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Marechal Mascarenhas de Morais,Copacabana,Rio de Janeiro,80,2,2,-,"R$ 2.600,00","R$ 915,00","R$ 225,00","R$ 34,00","R$ 57,00","R$ 3.831,00",1039760
https://www.quintoandar.com.br/imovel/893739760/alugar/apartamento-2-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Marechal Mascarenhas de Morais,Copacabana,Rio de Janeiro,80,2,2,-,"R$ 2.600,00","R$ 915,00","R$ 225,00","R$ 34,00","R$ 57,00","R$ 3.831,00",1039760
https://www.quintoandar.com.br/imovel/893264563/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Bolivar,Copacabana,Rio de Janeiro,122,3,1,-,"R$ 4.080,00","R$ 1.320,00","R$ 300,00","R$ 53,00","R$ 105,00","R$ 5.858,00",564563
https://www.quintoandar.com.br/imovel/893264563/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Bolivar,Copacabana,Rio de Janeiro,122,3,1,-,"R$ 4.080,00","R$ 1.320,00","R$ 300,00","R$ 53,00","R$ 105,00","R$ 5.858,00",564563
https://www.quintoandar.com.br/imovel/893593990/alugar/apartamento-2-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Rodolfo Dantas,Copacabana,Rio de Janeiro,70,2,1,-,"R$ 2.164,00","R$ 978,00","R$ 171,00","R$ 21,00","R$ 47,00","R$ 3.381,00",893990
https://www.quintoandar.com.br/imovel/893593990/alugar/apartamento-2-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Rodolfo Dantas,Copacabana,Rio de Janeiro,70,2,1,-,"R$ 2.164,00","R$ 978,00","R$ 171,00","R$ 21,00","R$ 47,00","R$ 3.381,00",893990
https://www.quintoandar.com.br/imovel/894184145/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Santa Clara,Copacabana,Rio de Janeiro,109,3,2,1 vaga,"R$ 3.800,00","R$ 1.150,00","R$ 324,00","R$ 49,00","R$ 98,00","R$ 5.421,00",1484145
https://www.quintoandar.com.br/imovel/894184145/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Santa Clara,Copacabana,Rio de Janeiro,109,3,2,1 vaga,"R$ 3.800,00","R$ 1.150,00","R$ 324,00","R$ 49,00","R$ 98,00","R$ 5.421,00",1484145
https://www.quintoandar.com.br/imovel/894182469/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Pompeu Loureiro,Copacabana,Rio de Janeiro,140,3,3,1 vaga,"R$ 5.000,00","R$ 1.900,00","R$ 125,00","R$ 65,00","R$ 130,00","R$ 7.090,00",1482469
https://www.quintoandar.com.br/imovel/894136160/alugar/apartamento-4-quartos-copacabana-rio-de-janeiro,Apartamento,Avenida Atlântica,Copacabana,Rio de Janeiro,280,4,3,1 vaga,"R$ 11.424,00","R$ 2.500,00","R$ 0,00","R$ 148,00","R$ 295,00","R$ 14.367,00",1436160
https://www.quintoandar.com.br/imovel/893237077/alugar/apartamento-2-quartos-copacabana-rio-de-janeiro,Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,Rio de Janeiro,95,2,2,-,"R$ 3.500,00","R$ 1.200,00","R$ 192,00","R$ 46,00","R$ 90,00","R$ 5.028,00",537077
https://www.quintoandar.com.br/imovel/893237077/alugar/apartamento-2-quartos-copacabana-rio-de-janeiro,Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,Rio de Janeiro,95,2,2,-,"R$ 3.500,00","R$ 1.200,00","R$ 192,00","R$ 46,00","R$ 90,00","R$ 5.028,00",537077
https://www.quintoandar.com.br/imovel/894154982/alugar/apartamento-3-quartos-copacabana-rio-de-janeiro,Apartamento,Rua Henrique Oswald,Copacabana,Rio de Janeiro,185,3,2,2 vagas,"R$ 7.000,00","R$ 1.800,00","R$ 750,00","R$ 91,00","R$ 181,00","R$ 9.822,00",1454982
