data_venda,preco,tipo_imovel,numero_quartos
2017-07-12 0:00,574000,casa,3
2017-07-12 0:00,610000,casa,4
2017-07-12 0:00,650000,casa,3
2017-07-12 0:00,650000,casa,4
2017-07-12 0:00,720000,casa,4
2017-07-13 0:00,435000,casa,3
2017-07-13 0:00,468000,casa,5
2017-07-13 0:00,555000,casa,4
2017-07-15 0:00,395000,casa,2
2017-07-15 0:00,428000,casa,3
2017-07-15 0:00,449500,casa,3
2017-07-15 0:00,452500,casa,3
2017-07-15 0:00,555000,casa,4
2017-07-15 0:00,585000,casa,4
2017-07-15 0:00,676000,casa,4
2017-07-15 0:00,720000,casa,3
2017-07-16 0:00,452500,casa,3
2017-07-16 0:00,555000,casa,4
2017-07-16 0:00,575000,casa,3
2017-07-16 0:00,685000,casa,4
2017-07-17 0:00,362500,casa,3
2017-07-17 0:00,450000,casa,3
2017-07-17 0:00,475000,casa,4
2017-07-17 0:00,525000,casa,3
2017-07-17 0:00,652500,casa,3
2017-07-17 0:00,715000,casa,5
2017-07-17 0:00,860000,casa,4
2017-07-18 0:00,509950,casa,4
2017-07-18 0:00,620000,casa,0
2017-07-18 0:00,636000,casa,4
2017-07-18 0:00,865000,casa,5
2017-07-19 0:00,350000,casa,3
2017-07-19 0:00,355000,casa,3
2017-07-19 0:00,405000,casa,3
2017-07-19 0:00,411000,casa,3
2017-07-19 0:00,412000,casa,3
2017-07-19 0:00,449500,casa,3
2017-07-19 0:00,467000,casa,4
2017-07-19 0:00,470000,casa,3
2017-07-19 0:00,580000,casa,4
2017-07-19 0:00,588585,casa,4
2017-07-19 0:00,1380000,casa,4
2017-07-20 0:00,747000,casa,4
2017-07-20 0:00,930000,casa,4
2017-07-20 0:00,937000,casa,3
2017-07-22 0:00,365000,casa,3
2017-07-22 0:00,422500,casa,3
2017-07-22 0:00,450000,casa,3
2017-07-22 0:00,510000,casa,4
2017-07-22 0:00,512500,casa,4
2017-07-22 0:00,580000,casa,4
2017-07-22 0:00,580000,casa,4
2017-07-22 0:00,740000,casa,4
2017-07-23 0:00,420000,casa,3
2017-07-23 0:00,430000,casa,3
2017-07-23 0:00,517500,casa,3
2017-07-23 0:00,542000,casa,3
2017-07-23 0:00,570000,casa,4
2017-07-23 0:00,599000,casa,4
2017-07-23 0:00,605000,casa,3
2017-07-23 0:00,660000,casa,3
2017-07-23 0:00,826000,casa,3
2017-07-23 0:00,1320000,casa,3
2017-07-24 0:00,385000,casa,3
2017-07-24 0:00,396000,casa,3
2017-07-24 0:00,432500,casa,3
2017-07-24 0:00,440000,casa,3
2017-07-24 0:00,445000,casa,3
2017-07-24 0:00,458000,casa,3
2017-07-24 0:00,525000,casa,4
2017-07-24 0:00,585000,casa,4
2017-07-24 0:00,700000,casa,5
2017-07-24 0:00,720000,casa,5
2017-07-24 0:00,820000,casa,3
2017-07-25 0:00,547000,casa,4
2017-07-26 0:00,399000,casa,3
2017-07-26 0:00,446000,casa,3
2017-07-26 0:00,450000,casa,3
2017-07-26 0:00,455000,casa,3
2017-07-26 0:00,473260,casa,3
2017-07-26 0:00,500000,casa,4
2017-07-26 0:00,526000,casa,4
2017-07-26 0:00,540000,casa,4
2017-07-26 0:00,690000,casa,3
2017-07-26 0:00,730000,casa,4
2017-07-26 0:00,801000,casa,4
2017-07-27 0:00,442000,casa,3
2017-07-27 0:00,568000,casa,3
2017-07-29 0:00,425000,casa,3
2017-07-29 0:00,450000,casa,3
2017-07-29 0:00,535000,casa,4
2017-07-29 0:00,580000,casa,4
2017-07-29 0:00,620000,casa,5
2017-07-29 0:00,655000,casa,4
2017-07-30 0:00,350000,casa,3
2017-07-30 0:00,397000,casa,3
2017-07-30 0:00,440000,casa,3
2017-07-30 0:00,465000,casa,4
2017-07-30 0:00,533000,casa,3
2017-07-30 0:00,625000,casa,4
2017-07-30 0:00,630000,casa,4
2017-07-30 0:00,655842,casa,3
2017-07-30 0:00,707000,casa,3
2017-07-31 0:00,410000,casa,3
2017-07-31 0:00,420000,casa,3
2017-07-31 0:00,430000,casa,3
2017-07-31 0:00,450000,casa,4
2017-07-31 0:00,475000,casa,3
2017-07-31 0:00,540000,casa,4
2017-07-31 0:00,800000,casa,5
2017-07-31 0:00,810000,casa,4
2017-08-01 0:00,490000,casa,4
2017-08-01 0:00,570000,casa,4
2017-08-01 0:00,600000,casa,3
2017-08-01 0:00,895000,casa,4
2017-08-02 0:00,382000,casa,2
2017-08-02 0:00,445000,casa,3
2017-08-02 0:00,505000,casa,3
2017-08-02 0:00,537500,casa,4
2017-08-02 0:00,552000,casa,3
2017-08-02 0:00,738000,casa,5
2017-08-02 0:00,850000,casa,4
2017-08-03 0:00,514000,casa,3
2017-08-03 0:00,567500,casa,4
2017-08-03 0:00,695000,casa,3
2017-08-05 0:00,495000,casa,5
2017-08-05 0:00,570000,casa,4
2017-08-05 0:00,875000,casa,4
2017-08-05 0:00,880000,casa,4
2017-08-05 0:00,1125000,casa,4
2017-08-06 0:00,84000,casa,3
2017-08-06 0:00,478000,casa,4
2017-08-06 0:00,485000,casa,4
2017-08-06 0:00,574000,casa,3
2017-08-06 0:00,600000,casa,5
2017-08-06 0:00,1185000,casa,4
2017-08-07 0:00,69000,casa,3
2017-08-07 0:00,535000,casa,4
2017-08-07 0:00,555000,casa,4
2017-08-07 0:00,565000,casa,5
2017-08-07 0:00,630000,casa,4
2017-08-07 0:00,650000,casa,4
2017-08-07 0:00,761000,casa,3
2017-08-07 0:00,887000,casa,4
2017-08-07 0:00,1010000,casa,5
2017-08-08 0:00,351000,casa,2
2017-08-08 0:00,394000,casa,3
2017-08-08 0:00,405000,casa,3
2017-08-08 0:00,456000,casa,3
2017-08-08 0:00,475560,casa,3
2017-08-08 0:00,515000,casa,4
2017-08-08 0:00,520000,casa,4
2017-08-08 0:00,545000,casa,4
2017-08-08 0:00,549000,casa,4
2017-08-08 0:00,550000,casa,5
2017-08-08 0:00,627000,casa,4
2017-08-08 0:00,629000,casa,4
2017-08-08 0:00,745000,casa,5
2017-08-08 0:00,825000,casa,5
2017-08-09 0:00,395000,casa,3
2017-08-09 0:00,490000,casa,3
2017-08-09 0:00,532000,casa,4
2017-08-09 0:00,563000,casa,4
2017-08-09 0:00,592000,casa,3
2017-08-10 0:00,472500,casa,4
2017-08-10 0:00,540000,casa,5
2017-08-10 0:00,810000,casa,4
2017-08-10 0:00,895000,casa,5
2017-08-12 0:00,365000,casa,3
2017-08-12 0:00,415000,casa,3
2017-08-12 0:00,449000,casa,3
2017-08-12 0:00,518500,casa,4
2017-08-12 0:00,544500,casa,4
2017-08-12 0:00,742000,casa,4
2017-08-13 0:00,380000,casa,3
2017-08-13 0:00,450000,casa,3
2017-08-13 0:00,505000,casa,3
2017-08-13 0:00,530000,casa,4
2017-08-13 0:00,545000,casa,4
2017-08-13 0:00,566000,casa,4
2017-08-13 0:00,580000,casa,4
2017-08-13 0:00,726000,casa,3
2017-08-14 0:00,435000,casa,3
2017-08-14 0:00,470000,casa,3
2017-08-14 0:00,519000,casa,4
2017-08-14 0:00,520000,casa,3
2017-08-14 0:00,544000,casa,5
2017-08-14 0:00,556000,casa,4
2017-08-14 0:00,660000,casa,4
2017-08-15 0:00,488000,casa,3
2017-08-15 0:00,715000,casa,3
2017-08-15 0:00,907500,casa,4
2017-08-16 0:00,410000,casa,3
2017-08-16 0:00,435000,casa,3
2017-08-16 0:00,470000,casa,3
2017-08-16 0:00,501000,casa,4
2017-08-16 0:00,517500,casa,3
2017-08-16 0:00,535000,casa,4
2017-08-16 0:00,545000,casa,4
2017-08-16 0:00,548000,casa,4
2017-08-16 0:00,850000,casa,5
2017-08-17 0:00,410000,casa,3
2017-08-17 0:00,422500,casa,3
2017-08-17 0:00,440000,casa,3
2017-08-17 0:00,543000,casa,0
2017-08-17 0:00,595000,casa,4
2017-08-17 0:00,602000,casa,3
2017-08-17 0:00,698000,casa,3
2017-08-17 0:00,990000,casa,5
2017-08-17 0:00,1190000,casa,4
2017-08-19 0:00,390000,casa,3
2017-08-19 0:00,395000,casa,3
2017-08-19 0:00,405000,casa,3
2017-08-19 0:00,442000,casa,3
2017-08-19 0:00,475000,casa,4
2017-08-19 0:00,505000,casa,4
2017-08-19 0:00,526500,casa,4
2017-08-19 0:00,560000,casa,4
2017-08-19 0:00,583000,casa,4
2017-08-20 0:00,405000,casa,3
2017-08-20 0:00,475000,casa,4
2017-08-20 0:00,490000,casa,3
2017-08-20 0:00,525000,casa,3
2017-08-20 0:00,550000,casa,3
2017-08-20 0:00,802500,casa,4
2017-08-21 0:00,385000,casa,3
2017-08-21 0:00,437500,casa,3
2017-08-21 0:00,460000,casa,3
2017-08-21 0:00,473000,casa,4
2017-08-21 0:00,540000,casa,4
2017-08-21 0:00,540000,casa,5
2017-08-21 0:00,630000,casa,4
2017-08-21 0:00,641250,casa,3
2017-08-21 0:00,780000,casa,4
2017-08-22 0:00,367500,casa,3
2017-08-22 0:00,574000,casa,4
2017-08-22 0:00,797500,casa,5
2017-08-22 0:00,900000,casa,4
2017-08-23 0:00,390000,casa,2
2017-08-23 0:00,435000,casa,4
2017-08-23 0:00,455500,casa,3
2017-08-23 0:00,460000,casa,3
2017-08-23 0:00,465000,casa,4
2017-08-23 0:00,480000,casa,3
2017-08-23 0:00,495000,casa,3
2017-08-23 0:00,555000,casa,4
2017-08-23 0:00,585000,casa,5
2017-08-23 0:00,590000,casa,4
2017-08-24 0:00,449000,casa,3
2017-08-24 0:00,523500,casa,4
2017-08-24 0:00,715000,casa,4
2017-08-24 0:00,720000,casa,3
2017-08-24 0:00,735000,casa,5
2017-08-24 0:00,740000,casa,4
2017-08-24 0:00,877000,casa,5
2017-08-24 0:00,951000,casa,4
2017-08-24 0:00,970000,casa,3
2017-08-26 0:00,365000,casa,2
2017-08-26 0:00,372500,casa,4
2017-08-26 0:00,420000,casa,3
2017-08-26 0:00,456000,casa,3
2017-08-26 0:00,635000,casa,4
2017-08-26 0:00,685000,casa,4
2017-08-26 0:00,790000,casa,4
2017-08-26 0:00,790000,casa,3
2017-08-26 0:00,865000,casa,4
2017-08-27 0:00,350000,casa,3
2017-08-27 0:00,400000,casa,3
2017-08-27 0:00,460000,casa,3
2017-08-27 0:00,475000,casa,3
2017-08-27 0:00,495000,casa,4
2017-08-27 0:00,605000,casa,3
2017-08-27 0:00,698000,casa,5
2017-08-28 0:00,371000,casa,3
2017-08-28 0:00,396000,casa,3
2017-08-28 0:00,411500,casa,3
2017-08-28 0:00,420000,casa,3
2017-08-28 0:00,444000,casa,3
2017-08-28 0:00,460000,casa,3
2017-08-28 0:00,485000,casa,3
2017-08-28 0:00,520000,casa,3
2017-08-28 0:00,522000,casa,4
2017-08-28 0:00,550000,casa,4
2017-08-28 0:00,584000,casa,4
2017-08-29 0:00,472000,casa,3
2017-08-29 0:00,558000,casa,3
2017-08-29 0:00,562500,casa,4
2017-08-29 0:00,585000,casa,4
2017-08-29 0:00,640000,casa,4
2017-08-30 0:00,340000,casa,3
2017-08-30 0:00,370000,casa,3
2017-08-30 0:00,370000,casa,3
2017-08-30 0:00,372000,casa,2
2017-08-30 0:00,412500,casa,3
2017-08-30 0:00,425500,casa,3
2017-08-30 0:00,448000,casa,4
2017-08-30 0:00,450000,casa,4
2017-08-30 0:00,469000,casa,3
2017-08-30 0:00,475000,casa,3
2017-08-30 0:00,485000,casa,3
2017-08-30 0:00,497000,casa,3
2017-08-30 0:00,520000,casa,4
2017-08-30 0:00,540000,casa,3
2017-08-30 0:00,567500,casa,2
2017-08-30 0:00,595000,casa,4
2017-08-30 0:00,608000,casa,4
2017-08-30 0:00,624236,casa,4
2017-08-31 0:00,412500,casa,3
2017-08-31 0:00,421000,casa,3
2017-08-31 0:00,515000,casa,3
2017-08-31 0:00,590000,casa,4
2017-08-31 0:00,878500,casa,4
2017-09-01 0:00,595000,casa,4
2017-09-02 0:00,475000,casa,3
2017-09-02 0:00,682400,casa,4
2017-09-03 0:00,374000,casa,3
2017-09-03 0:00,397500,casa,3
2017-09-03 0:00,520000,casa,4
2017-09-03 0:00,521000,casa,3
2017-09-03 0:00,620000,casa,4
2017-09-04 0:00,295000,casa,1
2017-09-04 0:00,645000,casa,3
2017-09-04 0:00,680000,casa,5
2017-09-04 0:00,682500,casa,3
2017-09-05 0:00,500000,casa,4
2017-09-05 0:00,565000,casa,4
2017-09-05 0:00,1118000,casa,4
2017-09-05 0:00,1180000,casa,3
2017-09-06 0:00,370000,casa,3
2017-09-06 0:00,440000,casa,3
2017-09-06 0:00,450000,casa,3
2017-09-06 0:00,512000,casa,4
2017-09-06 0:00,524950,casa,4
2017-09-06 0:00,571500,casa,3
2017-09-07 0:00,505000,casa,4
2017-09-07 0:00,564000,casa,2
2017-09-07 0:00,594000,casa,4
2017-09-07 0:00,650000,casa,4
2017-09-07 0:00,700000,casa,5
2017-09-07 0:00,800000,casa,4
2017-09-09 0:00,512500,casa,4
2017-09-09 0:00,517000,casa,4
2017-09-10 0:00,340000,casa,3
2017-09-10 0:00,400000,casa,4
2017-09-10 0:00,550000,casa,4
2017-09-10 0:00,660000,casa,4
2017-09-10 0:00,865000,casa,4
2017-09-10 0:00,975000,casa,4
2017-09-11 0:00,475000,casa,3
2017-09-11 0:00,540000,casa,4
2017-09-11 0:00,575000,casa,4
2017-09-11 0:00,880000,casa,4
2017-09-11 0:00,985000,casa,4
2017-09-12 0:00,367000,casa,1
2017-09-12 0:00,455000,casa,3
2017-09-12 0:00,494000,casa,2
2017-09-12 0:00,710000,casa,4
2017-09-13 0:00,810000,casa,4
2017-09-14 0:00,405000,casa,3
2017-09-14 0:00,465000,casa,3
2017-09-14 0:00,547200,casa,4
2017-09-14 0:00,558000,casa,3
2017-09-14 0:00,562500,casa,4
2017-09-14 0:00,630000,casa,4
2017-09-14 0:00,637000,casa,4
2017-09-16 0:00,410000,casa,4
2017-09-16 0:00,435000,casa,3
2017-09-16 0:00,570000,casa,3
2017-09-16 0:00,880000,casa,5
2017-09-17 0:00,382500,casa,3
2017-09-17 0:00,406000,casa,3
2017-09-17 0:00,550000,casa,4
2017-09-17 0:00,665000,casa,4
2017-09-18 0:00,370000,casa,3
2017-09-18 0:00,385000,casa,3
2017-09-18 0:00,430000,casa,3
2017-09-18 0:00,437000,casa,4
2017-09-18 0:00,475000,casa,3
2017-09-18 0:00,480000,casa,4
2017-09-18 0:00,500000,casa,3
2017-09-18 0:00,540000,casa,3
2017-09-18 0:00,565000,casa,3
2017-09-18 0:00,605000,casa,4
2017-09-18 0:00,695000,casa,4
2017-09-18 0:00,760000,casa,3
2017-09-19 0:00,375000,casa,3
2017-09-19 0:00,451000,casa,3
2017-09-19 0:00,510000,casa,4
2017-09-20 0:00,430000,casa,3
2017-09-20 0:00,495000,casa,3
2017-09-20 0:00,600000,casa,4
2017-09-20 0:00,610000,casa,4
2017-09-20 0:00,625000,casa,4
2017-09-20 0:00,652500,casa,4
2017-09-21 0:00,415000,casa,3
2017-09-21 0:00,461000,casa,3
2017-09-21 0:00,517000,casa,4
2017-09-21 0:00,545000,casa,3
2017-09-21 0:00,579000,casa,4
2017-09-21 0:00,580000,casa,4
2017-09-21 0:00,590000,casa,3
2017-09-21 0:00,722000,casa,4
2017-09-21 0:00,850000,casa,4
2017-09-21 0:00,944000,casa,4
2017-09-21 0:00,1147000,casa,4
2017-09-23 0:00,425000,casa,2
2017-09-23 0:00,435000,casa,3
2017-09-23 0:00,475000,casa,5
2017-09-23 0:00,475000,casa,3
2017-09-23 0:00,480000,casa,4
2017-09-23 0:00,482000,casa,3
2017-09-23 0:00,525000,casa,4
2017-09-23 0:00,526000,casa,4
2017-09-23 0:00,538000,casa,4
2017-09-23 0:00,555000,casa,4
2017-09-23 0:00,1230000,casa,5
2017-09-24 0:00,425000,casa,3
2017-09-24 0:00,440000,casa,3
2017-09-24 0:00,452000,casa,3
2017-09-24 0:00,557000,casa,3
2017-09-24 0:00,587000,casa,4
2017-09-24 0:00,617000,casa,4
2017-09-24 0:00,690000,casa,4
2017-09-25 0:00,420000,casa,3
2017-09-25 0:00,445000,casa,3
2017-09-25 0:00,515000,casa,4
2017-09-25 0:00,591000,casa,4
2017-09-26 0:00,259950,casa,1
2017-09-26 0:00,449000,casa,3
2017-09-26 0:00,465000,casa,3
2017-09-26 0:00,485000,casa,4
2017-09-26 0:00,522500,casa,3
2017-09-26 0:00,595000,casa,4
2017-09-26 0:00,607500,casa,4
2017-09-26 0:00,905000,casa,4
2017-09-27 0:00,400000,casa,3
2017-09-27 0:00,438000,casa,3
2017-09-27 0:00,465000,casa,4
2017-09-27 0:00,572300,casa,4
2017-09-27 0:00,635000,casa,4
2017-09-28 0:00,423000,casa,3
2017-09-28 0:00,433000,casa,3
2017-09-28 0:00,450000,casa,4
2017-09-28 0:00,495000,casa,3
2017-09-28 0:00,561000,casa,4
2017-09-28 0:00,785000,casa,3
2017-09-30 0:00,1120000,casa,4
2017-10-01 0:00,402000,casa,3
2017-10-01 0:00,407500,casa,3
2017-10-01 0:00,540000,casa,3
2017-10-01 0:00,575000,casa,4
2017-10-01 0:00,776000,casa,4
2017-10-02 0:00,504500,casa,3
2017-10-02 0:00,575000,casa,4
2017-10-02 0:00,580000,casa,3
2017-10-02 0:00,645000,casa,3
2017-10-02 0:00,665000,casa,3
2017-10-02 0:00,842000,casa,4
2017-10-03 0:00,450000,casa,3
2017-10-03 0:00,473000,casa,3
2017-10-03 0:00,480000,casa,3
2017-10-03 0:00,495000,casa,4
2017-10-03 0:00,508000,casa,4
2017-10-03 0:00,510000,casa,4
2017-10-03 0:00,585000,casa,4
2017-10-03 0:00,640000,casa,4
2017-10-04 0:00,426000,casa,3
2017-10-04 0:00,499950,casa,3
2017-10-04 0:00,575000,casa,4
2017-10-04 0:00,630000,casa,4
2017-10-04 0:00,655000,casa,4
2017-10-04 0:00,700500,casa,4
2017-10-07 0:00,390000,casa,3
2017-10-08 0:00,400000,casa,3
2017-10-08 0:00,456000,casa,3
2017-10-08 0:00,580000,casa,4
2017-10-08 0:00,588000,casa,3
2017-10-09 0:00,473000,casa,4
2017-10-09 0:00,516000,casa,3
2017-10-09 0:00,540000,casa,3
2017-10-10 0:00,375000,casa,2
2017-10-10 0:00,433500,casa,3
2017-10-10 0:00,612500,casa,4
2017-10-10 0:00,830000,casa,4
2017-10-10 0:00,872500,casa,4
2017-10-11 0:00,370000,casa,3
2017-10-11 0:00,530000,casa,4
2017-10-11 0:00,575000,casa,3
2017-10-11 0:00,1620000,casa,4
2017-10-12 0:00,465000,casa,3
2017-10-12 0:00,520000,casa,4
2017-10-12 0:00,529000,casa,4
2017-10-12 0:00,542000,casa,4
2017-10-12 0:00,544000,casa,3
2017-10-12 0:00,585000,casa,4
2017-10-12 0:00,601000,casa,3
2017-10-12 0:00,625000,casa,5
2017-10-12 0:00,777000,casa,3
2017-10-12 0:00,790000,casa,2
2017-10-12 0:00,950000,casa,5
2017-10-14 0:00,490000,casa,3
2017-10-14 0:00,555000,casa,3
2017-10-14 0:00,560000,casa,4
2017-10-14 0:00,1650000,casa,4
2017-10-15 0:00,410000,casa,3
2017-10-15 0:00,425000,casa,3
2017-10-15 0:00,441000,casa,3
2017-10-15 0:00,510000,casa,3
2017-10-15 0:00,580000,casa,4
2017-10-15 0:00,615000,casa,5
2017-10-15 0:00,645000,casa,4
2017-10-16 0:00,404000,casa,3
2017-10-16 0:00,430000,casa,4
2017-10-16 0:00,550000,casa,4
2017-10-16 0:00,615000,casa,4
2017-10-16 0:00,662500,casa,5
2017-10-17 0:00,386000,casa,3
2017-10-17 0:00,452000,casa,3
2017-10-17 0:00,495000,casa,4
2017-10-17 0:00,540000,casa,4
2017-10-17 0:00,555000,casa,4
2017-10-17 0:00,829000,casa,4
2017-10-18 0:00,520000,casa,4
2017-10-18 0:00,555000,casa,4
2017-10-18 0:00,573000,casa,4
2017-10-19 0:00,375000,casa,3
2017-10-19 0:00,401000,casa,4
2017-10-19 0:00,492000,casa,3
2017-10-19 0:00,540000,casa,3
2017-10-19 0:00,582000,casa,3
2017-10-19 0:00,660000,casa,4
2017-10-19 0:00,661000,casa,3
2017-10-19 0:00,700000,casa,3
2017-10-19 0:00,767000,casa,4
2017-10-19 0:00,1155000,casa,4
2017-10-19 0:00,1260000,casa,3
2017-10-21 0:00,398000,casa,3
2017-10-21 0:00,570000,casa,3
2017-10-21 0:00,615000,casa,3
2017-10-21 0:00,616000,casa,5
2017-10-21 0:00,625000,casa,5
2017-10-22 0:00,322000,casa,2
2017-10-22 0:00,498950,casa,4
2017-10-22 0:00,536000,casa,4
2017-10-22 0:00,549950,casa,4
2017-10-22 0:00,554000,casa,4
2017-10-22 0:00,593500,casa,4
2017-10-22 0:00,661000,casa,4
2017-10-22 0:00,725000,casa,4
2017-10-22 0:00,740000,casa,3
2017-10-22 0:00,850000,casa,4
2017-10-23 0:00,385000,casa,3
2017-10-23 0:00,445000,casa,3
2017-10-23 0:00,640000,casa,3
2017-10-23 0:00,690000,casa,4
2017-10-23 0:00,745000,casa,3
2017-10-23 0:00,800000,casa,5
2017-10-24 0:00,372000,casa,3
2017-10-24 0:00,400000,casa,3
2017-10-24 0:00,445500,casa,3
2017-10-25 0:00,415000,casa,3
2017-10-25 0:00,425000,casa,3
2017-10-25 0:00,477000,casa,3
2017-10-25 0:00,481000,casa,4
2017-10-25 0:00,500000,casa,4
2017-10-25 0:00,535000,casa,3
2017-10-25 0:00,547000,casa,3
2017-10-25 0:00,678000,casa,4
2017-10-25 0:00,695000,casa,3
2017-10-25 0:00,730000,casa,5
2017-10-25 0:00,776000,casa,5
2017-10-26 0:00,452500,casa,3
2017-10-26 0:00,470000,casa,3
2017-10-26 0:00,486000,casa,3
2017-10-26 0:00,605000,casa,4
2017-10-26 0:00,730000,casa,3
2017-10-26 0:00,844000,casa,5
2017-10-26 0:00,860000,casa,4
2017-10-26 0:00,1220000,casa,4
2017-10-28 0:00,395000,casa,3
2017-10-28 0:00,420000,casa,3
2017-10-28 0:00,428500,casa,3
2017-10-28 0:00,640000,casa,4
2017-10-28 0:00,680000,casa,5
2017-10-29 0:00,495000,casa,3
2017-10-29 0:00,515000,casa,4
2017-10-29 0:00,637000,casa,4
2017-10-29 0:00,655000,casa,4
2017-10-29 0:00,1035000,casa,3
2017-10-30 0:00,442000,casa,3
2017-10-30 0:00,605000,casa,3
2017-10-31 0:00,413000,casa,3
2017-10-31 0:00,465000,casa,3
2017-10-31 0:00,475000,casa,3
2017-10-31 0:00,520000,casa,4
2017-10-31 0:00,544000,casa,3
2017-10-31 0:00,570000,casa,3
2017-10-31 0:00,581000,casa,4
2017-10-31 0:00,605000,casa,3
2017-10-31 0:00,880000,casa,4
2017-11-01 0:00,430000,casa,3
2017-11-01 0:00,434000,casa,4
2017-11-01 0:00,550000,casa,4
2017-11-01 0:00,560000,casa,3
2017-11-01 0:00,595000,casa,4
2017-11-01 0:00,685000,casa,4
2017-11-01 0:00,870000,casa,5
2017-11-02 0:00,435000,casa,3
2017-11-02 0:00,500000,casa,3
2017-11-04 0:00,465000,casa,3
2017-11-04 0:00,471000,casa,3
2017-11-04 0:00,520000,casa,4
2017-11-04 0:00,525000,casa,4
2017-11-04 0:00,579000,casa,3
2017-11-05 0:00,393000,casa,3
2017-11-05 0:00,398000,casa,3
2017-11-05 0:00,425000,casa,3
2017-11-05 0:00,460100,casa,3
2017-11-05 0:00,478000,casa,3
2017-11-05 0:00,567500,casa,4
2017-11-06 0:00,405000,casa,3
2017-11-06 0:00,485000,casa,3
2017-11-06 0:00,555000,casa,4
2017-11-06 0:00,575000,casa,3
2017-11-06 0:00,715000,casa,4
2017-11-06 0:00,776000,casa,4
2017-11-06 0:00,955000,casa,4
2017-11-07 0:00,385000,casa,3
2017-11-07 0:00,420000,casa,3
2017-11-07 0:00,420000,casa,3
2017-11-07 0:00,435000,casa,3
2017-11-07 0:00,450000,casa,3
2017-11-07 0:00,462000,casa,3
2017-11-07 0:00,485000,casa,3
2017-11-07 0:00,497000,casa,4
2017-11-07 0:00,513500,casa,3
2017-11-07 0:00,549780,casa,4
2017-11-07 0:00,635000,casa,3
2017-11-07 0:00,670000,casa,4
2017-11-07 0:00,690000,casa,4
2017-11-07 0:00,705000,casa,4
2017-11-07 0:00,710000,casa,4
2017-11-07 0:00,790000,casa,4
2017-11-07 0:00,915000,casa,5
2017-11-08 0:00,353000,casa,3
2017-11-08 0:00,410000,casa,2
2017-11-08 0:00,420000,casa,4
2017-11-08 0:00,420000,casa,3
2017-11-08 0:00,440000,casa,3
2017-11-08 0:00,456000,casa,3
2017-11-08 0:00,509000,casa,4
2017-11-08 0:00,555000,casa,4
2017-11-08 0:00,730000,casa,3
2017-11-09 0:00,541000,casa,4
2017-11-09 0:00,650000,casa,4
2017-11-09 0:00,673000,casa,3
2017-11-09 0:00,850000,casa,4
2017-11-10 0:00,500000,casa,3
2017-11-11 0:00,342000,casa,3
2017-11-11 0:00,410000,casa,3
2017-11-11 0:00,418000,casa,3
2017-11-11 0:00,440000,casa,3
2017-11-11 0:00,615000,casa,3
2017-11-11 0:00,875000,casa,3
2017-11-11 0:00,1049000,casa,4
2017-11-12 0:00,460000,casa,4
2017-11-12 0:00,460000,casa,3
2017-11-12 0:00,467000,casa,3
2017-11-12 0:00,510000,casa,4
2017-11-12 0:00,525000,casa,3
2017-11-12 0:00,540000,casa,3
2017-11-12 0:00,575000,casa,4
2017-11-12 0:00,636000,casa,4
2017-11-13 0:00,370000,casa,3
2017-11-13 0:00,370000,casa,3
2017-11-13 0:00,420000,casa,3
2017-11-13 0:00,425000,casa,3
2017-11-13 0:00,425000,casa,3
2017-11-13 0:00,429000,casa,3
2017-11-13 0:00,459000,casa,3
2017-11-13 0:00,535000,casa,4
2017-11-13 0:00,548500,casa,3
2017-11-13 0:00,580000,casa,4
2017-11-13 0:00,630000,casa,4
2017-11-13 0:00,640000,casa,4
2017-11-13 0:00,695000,casa,4
2017-11-13 0:00,800000,casa,4
2017-11-14 0:00,435000,casa,3
2017-11-14 0:00,508000,casa,3
2017-11-14 0:00,529000,casa,3
2017-11-14 0:00,582000,casa,4
2017-11-14 0:00,585000,casa,4
2017-11-14 0:00,770000,casa,4
2017-11-14 0:00,785000,casa,4
2017-11-14 0:00,1121000,casa,4
2017-11-15 0:00,328200,casa,2
2017-11-15 0:00,330617,casa,4
2017-11-15 0:00,339333,casa,2
2017-11-15 0:00,379000,casa,3
2017-11-15 0:00,430000,casa,3
2017-11-15 0:00,470000,casa,3
2017-11-15 0:00,480000,casa,3
2017-11-15 0:00,483000,casa,4
2017-11-15 0:00,490000,casa,4
2017-11-15 0:00,528000,casa,4
2017-11-15 0:00,591150,casa,4
2017-11-15 0:00,600000,casa,4
2017-11-15 0:00,625000,casa,3
2017-11-15 0:00,765000,casa,5
2017-11-16 0:00,375000,casa,4
2017-11-16 0:00,461500,casa,4
2017-11-16 0:00,527000,casa,2
2017-11-16 0:00,545000,casa,4
2017-11-16 0:00,585000,casa,3
2017-11-16 0:00,600000,casa,4
2017-11-16 0:00,690000,casa,5
2017-11-16 0:00,710000,casa,3
2017-11-18 0:00,375000,casa,2
2017-11-18 0:00,392000,casa,3
2017-11-18 0:00,400000,casa,3
2017-11-18 0:00,453000,casa,4
2017-11-18 0:00,512500,casa,4
2017-11-18 0:00,520000,casa,3
2017-11-18 0:00,550000,casa,5
2017-11-18 0:00,558500,casa,3
2017-11-18 0:00,592500,casa,4
2017-11-18 0:00,610000,casa,4
2017-11-18 0:00,765000,casa,3
2017-11-18 0:00,831000,casa,4
2017-11-19 0:00,330000,casa,2
2017-11-19 0:00,390000,casa,3
2017-11-19 0:00,425000,casa,3
2017-11-19 0:00,440000,casa,3
2017-11-19 0:00,585000,casa,3
